respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R01670,household,1,January 2024,GA,30-60k,,I water down meals for the kids when food runs low after rent and child care.
R01671,household,2,February 2024,FL,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries.
R01672,household,1,January 2024,FL,<30k,,Tuition and fees are too expensive; every increase means cutting groceries. My hours were cut after too many schedule changes driven by childcare gaps. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01673,household,3,March 2024,CT,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01674,household,1,January 2024,CA,<30k,,My hours were cut after too many schedule changes driven by childcare gaps. We stretch groceries and sometimes skip meals so tuition can stay current. We were told staffing shortages limit the program to part-week care.
R01675,provider,3,March 2024,AZ,,after_school,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Our center closed classrooms temporarily, so neighborhood access evaporated."
R01676,household,1,January 2024,MI,<30k,,We cannot afford reliable care when costs rise faster than wages.
R01677,provider,2,February 2024,AZ,,family_home,"Assistants quit when schedules change, so my employment feels precarious too."
R01678,household,3,March 2024,WA,60-100k,,"I miss work every time care falls through, and my employer is losing patience. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01679,household,3,March 2024,PA,<30k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01680,provider,3,March 2024,TX,,family_home,Managing constant schedule changes with too few people is crushing my mental health. I field calls daily from parents desperate for openings we just do not have. I am juggling second jobs because enrollment swings disrupt my own employment stability.
R01681,provider,2,February 2024,CA,,center,"Assistants quit when schedules change, so my employment feels precarious too."
R01682,provider,2,February 2024,FL,,informal,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Assistants quit when schedules change, so my employment feels precarious too."
R01683,household,1,January 2024,NY,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Tuition and fees are too expensive; every increase means cutting groceries."
R01684,provider,1,January 2024,NJ,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R01685,household,2,February 2024,NJ,<30k,,Food insecurity is creeping back—we rely on the pantry between paychecks.
R01686,provider,2,February 2024,FL,,center,We are short staffed and cannot hire assistants even after months of recruiting. Coordinating staggered shifts with limited staff feels impossible.
R01687,provider,1,January 2024,NY,,after_school,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Staff juggle multiple jobs, and every disruption ripples through coverage. We are short staffed and cannot hire assistants even after months of recruiting."
R01688,provider,2,February 2024,PA,,center,Keeping care affordable while paying staff fairly is nearly impossible. Families want more slots than we can offer; access breaks down when staff call out.
R01689,provider,2,February 2024,AL,,center,We are short staffed and cannot hire assistants even after months of recruiting. Managing constant schedule changes with too few people is crushing my mental health.
R01690,household,1,January 2024,AZ,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01691,household,1,January 2024,CO,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01692,household,1,January 2024,GA,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We cannot afford reliable care when costs rise faster than wages. We have been on a childcare waitlist for months after our center closed.
R01693,provider,1,January 2024,IL,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Scheduling constraints force us to close early when multiple people call out. I am juggling second jobs because enrollment swings disrupt my own employment stability."
R01694,household,3,March 2024,MA,>100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Our center says classrooms merge because of staff shortages, leaving fewer hours."
R01695,provider,2,February 2024,CT,,center,Affordability pressures mean delays in payments and tighter margins for the program.
R01696,household,1,January 2024,MA,60-100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01697,household,2,February 2024,GA,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01698,provider,3,March 2024,IL,,after_school,"Staff and I are emotionally drained; burnout is spreading across the team. I field calls daily from parents desperate for openings we just do not have. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01699,household,1,January 2024,CO,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. Tuition and fees are too expensive; every increase means cutting groceries.
R01700,provider,2,February 2024,PA,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01701,household,2,February 2024,FL,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01702,household,2,February 2024,FL,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Finding after-school care is a battle every semester, and options keep shrinking."
R01703,provider,2,February 2024,OH,,informal,"I see children coming in hungry, and our program scrambles to cover snacks. Our center closed classrooms temporarily, so neighborhood access evaporated."
R01704,household,3,March 2024,AL,<30k,,Food insecurity is creeping back—we rely on the pantry between paychecks. We were told staffing shortages limit the program to part-week care.
R01705,household,1,January 2024,PA,30-60k,,I water down meals for the kids when food runs low after rent and child care.
R01706,household,1,January 2024,NJ,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01707,provider,3,March 2024,CT,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Staff juggle multiple jobs, and every disruption ripples through coverage. Scheduling constraints force us to close early when multiple people call out."
R01708,household,2,February 2024,AZ,30-60k,,"We cannot afford reliable care when costs rise faster than wages. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01709,household,3,March 2024,OH,<30k,,I feel burned out every week trying to cover shifts and still be a present parent. My hours were cut after too many schedule changes driven by childcare gaps.
R01710,household,3,March 2024,FL,<30k,,I water down meals for the kids when food runs low after rent and child care.
R01711,household,2,February 2024,MI,<30k,,We were told staffing shortages limit the program to part-week care. We have been on a childcare waitlist for months after our center closed. Employment keeps getting disrupted when I have to leave early for pickups.
R01712,provider,3,March 2024,TX,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Staff juggle multiple jobs, and every disruption ripples through coverage."
R01713,household,2,February 2024,GA,>100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R01714,household,3,March 2024,FL,30-60k,,Tuition and fees are too expensive; every increase means cutting groceries.
R01715,provider,1,January 2024,MI,,family_home,Food budgets for the program are maxed out while families ask for extra meals.
R01716,household,1,January 2024,GA,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01717,household,3,March 2024,IL,>100k,,Employment keeps getting disrupted when I have to leave early for pickups.
R01718,provider,3,March 2024,IL,,after_school,Families want more slots than we can offer; access breaks down when staff call out. Food budgets for the program are maxed out while families ask for extra meals.
R01719,provider,1,January 2024,MA,,center,Families want more slots than we can offer; access breaks down when staff call out.
R01720,provider,3,March 2024,PA,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage. I field calls daily from parents desperate for openings we just do not have."
R01721,household,2,February 2024,PA,<30k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. No slots open when my shifts change, so reliable childcare access feels impossible. Childcare remains unaffordable, forcing us to take turns missing work."
R01722,household,1,January 2024,MA,<30k,,"I miss work every time care falls through, and my employer is losing patience."
R01723,household,1,January 2024,IL,30-60k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Tuition and fees are too expensive; every increase means cutting groceries.
R01724,household,3,March 2024,CA,>100k,,"I water down meals for the kids when food runs low after rent and child care. Finding after-school care is a battle every semester, and options keep shrinking."
R01725,household,2,February 2024,OH,<30k,,Tuition and fees are too expensive; every increase means cutting groceries. I feel burned out every week trying to cover shifts and still be a present parent.
R01726,household,1,January 2024,CO,30-60k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps. Our center says classrooms merge because of staff shortages, leaving fewer hours."
R01727,provider,2,February 2024,NC,,after_school,Families want more slots than we can offer; access breaks down when staff call out.
R01728,provider,3,March 2024,MA,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage. Managing constant schedule changes with too few people is crushing my mental health. No substitutes are available, so I cover multiple classrooms daily."
R01729,household,2,February 2024,GA,60-100k,,We have been on a childcare waitlist for months after our center closed. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01730,provider,1,January 2024,MA,,family_home,"Staff juggle multiple jobs, and every disruption ripples through coverage. Food budgets for the program are maxed out while families ask for extra meals. Our center closed classrooms temporarily, so neighborhood access evaporated."
R01731,household,3,March 2024,PA,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries.
R01732,household,3,March 2024,OH,30-60k,,Tuition and fees are too expensive; every increase means cutting groceries.
R01733,household,3,March 2024,OH,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01734,provider,3,March 2024,OH,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R01735,provider,2,February 2024,NC,,center,"Families want more slots than we can offer; access breaks down when staff call out. No substitutes are available, so I cover multiple classrooms daily. Staff juggle multiple jobs, and every disruption ripples through coverage."
R01736,household,2,February 2024,TX,60-100k,,We were told staffing shortages limit the program to part-week care.
R01737,household,2,February 2024,MI,60-100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. No slots open when my shifts change, so reliable childcare access feels impossible."
R01738,provider,3,March 2024,OH,,after_school,"Staff and I are emotionally drained; burnout is spreading across the team. Operating costs skyrocket but families cannot absorb more tuition. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R01739,provider,1,January 2024,MA,,family_home,"Families want more slots than we can offer; access breaks down when staff call out. We are short staffed and cannot hire assistants even after months of recruiting. Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R01740,household,1,January 2024,FL,>100k,,"My hours were cut after too many schedule changes driven by childcare gaps. Finding after-school care is a battle every semester, and options keep shrinking. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01741,household,1,January 2024,AL,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01742,provider,1,January 2024,IL,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Managing constant schedule changes with too few people is crushing my mental health."
R01743,household,1,January 2024,NY,>100k,,We stretch groceries and sometimes skip meals so tuition can stay current.
R01744,provider,2,February 2024,TX,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R01745,provider,2,February 2024,FL,,family_home,"Staff juggle multiple jobs, and every disruption ripples through coverage. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R01746,household,1,January 2024,TX,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups.
R01747,provider,1,January 2024,CO,,center,"Assistants quit when schedules change, so my employment feels precarious too. We are short staffed and cannot hire assistants even after months of recruiting."
R01748,household,3,March 2024,NC,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. I feel burned out every week trying to cover shifts and still be a present parent."
R01749,household,3,March 2024,WA,30-60k,,"I miss work every time care falls through, and my employer is losing patience."
R01750,household,2,February 2024,MI,60-100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible."
R01751,household,2,February 2024,TX,>100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We have been on a childcare waitlist for months after our center closed."
R01752,household,1,January 2024,CA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01753,household,2,February 2024,NJ,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R01754,household,3,March 2024,CO,60-100k,,"We have been on a childcare waitlist for months after our center closed. I water down meals for the kids when food runs low after rent and child care. I miss work every time care falls through, and my employer is losing patience."
R01755,household,3,March 2024,OH,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Tuition and fees are too expensive; every increase means cutting groceries."
R01756,provider,1,January 2024,MI,,informal,"Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R01757,provider,2,February 2024,IL,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R01758,household,2,February 2024,WA,>100k,,I water down meals for the kids when food runs low after rent and child care. My hours were cut after too many schedule changes driven by childcare gaps.
R01759,provider,1,January 2024,IL,,after_school,"Operating costs skyrocket but families cannot absorb more tuition. I am overwhelmed balancing paperwork, families, and the classroom without relief. Scheduling constraints force us to close early when multiple people call out."
R01760,household,1,January 2024,GA,<30k,,"Finding after-school care is a battle every semester, and options keep shrinking. I miss work every time care falls through, and my employer is losing patience. Food insecurity is creeping back—we rely on the pantry between paychecks."
R01761,provider,2,February 2024,TX,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. I am overwhelmed balancing paperwork, families, and the classroom without relief. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R01762,household,2,February 2024,CA,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. I miss work every time care falls through, and my employer is losing patience."
R01763,household,3,March 2024,CA,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work. We have been on a childcare waitlist for months after our center closed. I water down meals for the kids when food runs low after rent and child care."
R01764,household,3,March 2024,MA,60-100k,,"Employment keeps getting disrupted when I have to leave early for pickups. My split shift schedule never aligns with the center's hours, so coverage falls apart. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01765,household,3,March 2024,CT,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible. Childcare remains unaffordable, forcing us to take turns missing work."
R01766,provider,2,February 2024,OH,,center,Food budgets for the program are maxed out while families ask for extra meals.
R01767,provider,1,January 2024,PA,,family_home,Affordability pressures mean delays in payments and tighter margins for the program. I am juggling second jobs because enrollment swings disrupt my own employment stability.
R01768,household,3,March 2024,CA,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. Weekend work is non-negotiable, but there is no evening care anywhere nearby. My hours were cut after too many schedule changes driven by childcare gaps."
R01769,household,2,February 2024,OH,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Childcare remains unaffordable, forcing us to take turns missing work. We stretch groceries and sometimes skip meals so tuition can stay current."
R01770,provider,3,March 2024,FL,,informal,"Our center closed classrooms temporarily, so neighborhood access evaporated. Scheduling constraints force us to close early when multiple people call out. Staff juggle multiple jobs, and every disruption ripples through coverage."
R01771,provider,3,March 2024,OH,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Coordinating staggered shifts with limited staff feels impossible. Staff and I are emotionally drained; burnout is spreading across the team."
R01772,household,2,February 2024,CO,>100k,,"I feel burned out every week trying to cover shifts and still be a present parent. Weekend work is non-negotiable, but there is no evening care anywhere nearby. Employment keeps getting disrupted when I have to leave early for pickups."
R01773,household,3,March 2024,MA,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. My hours were cut after too many schedule changes driven by childcare gaps. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01774,household,1,January 2024,OH,60-100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Tuition and fees are too expensive; every increase means cutting groceries. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01775,household,3,March 2024,FL,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01776,household,1,January 2024,FL,30-60k,,"We have been on a childcare waitlist for months after our center closed. I miss work every time care falls through, and my employer is losing patience."
R01777,provider,1,January 2024,IL,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. Staff and I are emotionally drained; burnout is spreading across the team."
R01778,provider,1,January 2024,NY,,family_home,Affordability pressures mean delays in payments and tighter margins for the program.
R01779,provider,1,January 2024,MI,,informal,"Families want more slots than we can offer; access breaks down when staff call out. Scheduling constraints force us to close early when multiple people call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R01780,household,2,February 2024,AZ,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care. Tuition and fees are too expensive; every increase means cutting groceries."
R01781,household,2,February 2024,AL,<30k,,"Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care."
R01782,provider,3,March 2024,NJ,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01783,household,3,March 2024,FL,>100k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Tuition and fees are too expensive; every increase means cutting groceries. Finding after-school care is a battle every semester, and options keep shrinking."
R01784,household,2,February 2024,IL,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01785,household,1,January 2024,CA,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We cannot afford reliable care when costs rise faster than wages. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R01786,provider,2,February 2024,CO,,center,"No substitutes are available, so I cover multiple classrooms daily. Scheduling constraints force us to close early when multiple people call out. Families want more slots than we can offer; access breaks down when staff call out."
R01787,household,2,February 2024,OH,<30k,,I feel burned out every week trying to cover shifts and still be a present parent. Tuition and fees are too expensive; every increase means cutting groceries.
R01788,household,3,March 2024,CA,>100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. I feel burned out every week trying to cover shifts and still be a present parent."
R01789,provider,1,January 2024,TX,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. I field calls daily from parents desperate for openings we just do not have."
R01790,household,2,February 2024,IL,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. I water down meals for the kids when food runs low after rent and child care. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01791,household,3,March 2024,MA,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Employment keeps getting disrupted when I have to leave early for pickups. We cannot afford reliable care when costs rise faster than wages."
R01792,household,1,January 2024,FL,30-60k,,We cannot afford reliable care when costs rise faster than wages. Short staffing means inconsistent caregivers and unpredictable schedules for us. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01793,household,3,March 2024,NJ,>100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Childcare remains unaffordable, forcing us to take turns missing work. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R01794,household,1,January 2024,FL,<30k,,We have been on a childcare waitlist for months after our center closed. Employment keeps getting disrupted when I have to leave early for pickups.
R01795,household,2,February 2024,FL,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups. I water down meals for the kids when food runs low after rent and child care. We have been on a childcare waitlist for months after our center closed.
R01796,provider,2,February 2024,CO,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability. Scheduling constraints force us to close early when multiple people call out.
R01797,provider,1,January 2024,MA,,informal,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. We are short staffed and cannot hire assistants even after months of recruiting. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R01798,provider,3,March 2024,MA,,after_school,"I see children coming in hungry, and our program scrambles to cover snacks."
R01799,household,2,February 2024,CO,>100k,,"Finding after-school care is a battle every semester, and options keep shrinking."
R01800,household,3,March 2024,CT,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent.
R01801,household,2,February 2024,AL,30-60k,,Tuition and fees are too expensive; every increase means cutting groceries.
R01802,provider,2,February 2024,GA,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Managing constant schedule changes with too few people is crushing my mental health."
R01803,provider,3,March 2024,CA,,center,Scheduling constraints force us to close early when multiple people call out.
R01804,household,1,January 2024,CO,30-60k,,We stretch groceries and sometimes skip meals so tuition can stay current. My hours were cut after too many schedule changes driven by childcare gaps. We were told staffing shortages limit the program to part-week care.
R01805,household,2,February 2024,AL,<30k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01806,household,1,January 2024,NY,<30k,,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours. I water down meals for the kids when food runs low after rent and child care."
R01807,household,3,March 2024,NC,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. We stretch groceries and sometimes skip meals so tuition can stay current. Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01808,household,1,January 2024,NC,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current. Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01809,provider,3,March 2024,NJ,,family_home,I field calls daily from parents desperate for openings we just do not have. Operating costs skyrocket but families cannot absorb more tuition.
R01810,household,2,February 2024,MI,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01811,provider,1,January 2024,OH,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability. Managing constant schedule changes with too few people is crushing my mental health. Scheduling constraints force us to close early when multiple people call out.
R01812,household,1,January 2024,CO,30-60k,,We have been on a childcare waitlist for months after our center closed.
R01813,household,3,March 2024,CT,60-100k,,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible."
R01814,provider,1,January 2024,GA,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Managing constant schedule changes with too few people is crushing my mental health. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R01815,provider,3,March 2024,GA,,informal,Operating costs skyrocket but families cannot absorb more tuition.
R01816,household,3,March 2024,CA,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. We have been on a childcare waitlist for months after our center closed. Childcare remains unaffordable, forcing us to take turns missing work."
R01817,household,3,March 2024,OH,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible. I water down meals for the kids when food runs low after rent and child care. My hours were cut after too many schedule changes driven by childcare gaps."
R01818,provider,1,January 2024,WA,,center,Operating costs skyrocket but families cannot absorb more tuition. We are short staffed and cannot hire assistants even after months of recruiting.
R01819,household,3,March 2024,NJ,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. We have been on a childcare waitlist for months after our center closed.
R01820,household,2,February 2024,TX,>100k,,Food insecurity is creeping back—we rely on the pantry between paychecks. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01821,household,2,February 2024,TX,60-100k,,My hours were cut after too many schedule changes driven by childcare gaps.
R01822,household,1,January 2024,TX,60-100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01823,household,2,February 2024,IL,>100k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries. I miss work every time care falls through, and my employer is losing patience."
R01824,household,3,March 2024,TX,30-60k,,"Employment keeps getting disrupted when I have to leave early for pickups. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01825,provider,2,February 2024,MI,,family_home,I field calls daily from parents desperate for openings we just do not have. We are short staffed and cannot hire assistants even after months of recruiting.
R01826,provider,1,January 2024,NJ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Coordinating staggered shifts with limited staff feels impossible. Affordability pressures mean delays in payments and tighter margins for the program."
R01827,household,2,February 2024,CT,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible."
R01828,household,2,February 2024,MI,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking."
R01829,household,1,January 2024,NY,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01830,household,2,February 2024,WA,30-60k,,"We were told staffing shortages limit the program to part-week care. Childcare remains unaffordable, forcing us to take turns missing work."
R01831,household,2,February 2024,CO,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01832,provider,2,February 2024,AL,,after_school,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01833,provider,3,March 2024,OH,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Staff juggle multiple jobs, and every disruption ripples through coverage."
R01834,household,2,February 2024,PA,60-100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My hours were cut after too many schedule changes driven by childcare gaps. I water down meals for the kids when food runs low after rent and child care.
R01835,household,2,February 2024,PA,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. Short staffing means inconsistent caregivers and unpredictable schedules for us. I miss work every time care falls through, and my employer is losing patience."
R01836,provider,2,February 2024,AL,,informal,Families want more slots than we can offer; access breaks down when staff call out. Managing constant schedule changes with too few people is crushing my mental health.
R01837,household,2,February 2024,WA,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01838,household,3,March 2024,IL,30-60k,,We were told staffing shortages limit the program to part-week care. We have been on a childcare waitlist for months after our center closed.
R01839,provider,1,January 2024,AZ,,family_home,Keeping care affordable while paying staff fairly is nearly impossible.
R01840,provider,2,February 2024,IL,,center,"I am juggling second jobs because enrollment swings disrupt my own employment stability. I am overwhelmed balancing paperwork, families, and the classroom without relief. I see children coming in hungry, and our program scrambles to cover snacks."
R01841,household,2,February 2024,TX,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps.
R01842,household,1,January 2024,CO,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I water down meals for the kids when food runs low after rent and child care.
R01843,household,1,January 2024,IL,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent. We have been on a childcare waitlist for months after our center closed. My hours were cut after too many schedule changes driven by childcare gaps.
R01844,household,3,March 2024,PA,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01845,provider,1,January 2024,NJ,,family_home,"Keeping care affordable while paying staff fairly is nearly impossible. Staff juggle multiple jobs, and every disruption ripples through coverage. Staff and I are emotionally drained; burnout is spreading across the team."
R01846,household,3,March 2024,MA,30-60k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We were told staffing shortages limit the program to part-week care. We cannot afford reliable care when costs rise faster than wages.
R01847,household,3,March 2024,OH,<30k,,"We were told staffing shortages limit the program to part-week care. Childcare remains unaffordable, forcing us to take turns missing work. Food insecurity is creeping back—we rely on the pantry between paychecks."
R01848,provider,1,January 2024,TX,,after_school,"Scheduling constraints force us to close early when multiple people call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R01849,household,2,February 2024,AZ,30-60k,,"I miss work every time care falls through, and my employer is losing patience. Childcare remains unaffordable, forcing us to take turns missing work."
R01850,provider,2,February 2024,CA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01851,provider,3,March 2024,AZ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. No substitutes are available, so I cover multiple classrooms daily."
R01852,household,1,January 2024,AL,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01853,household,1,January 2024,CT,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
