respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R01820,household,2,February 2024,TX,>100k,,Food insecurity is creeping back—we rely on the pantry between paychecks. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,food insecurity creeping back rely pantry between paychecks coordinating schedules my partner provider weekly puzzle rarely solve stress juggling work caregiving overwhelming my mental health keeps slipping,"['FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,True,False,True,True
R01821,household,2,February 2024,TX,60-100k,,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01822,household,1,January 2024,TX,60-100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,coordinating schedules my partner provider weekly puzzle rarely solve,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01823,household,2,February 2024,IL,>100k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries. I miss work every time care falls through, and my employer is losing patience.",short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries i miss work every time care falls through my employer losing patience,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,True,False
R01824,household,3,March 2024,TX,30-60k,,"Employment keeps getting disrupted when I have to leave early for pickups. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",employment keeps getting disrupted when i have leave early pickups my partner i exhausted constantly anxious about childcare collapsing last minute,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,True,True,False,False,False,True
R01825,provider,2,February 2024,MI,,family_home,I field calls daily from parents desperate for openings we just do not have. We are short staffed and cannot hire assistants even after months of recruiting.,i field calls daily parents desperate openings just do not have short staffed cannot hire assistants even after months recruiting,['PROVIDER_STAFF_SHORTAGE'],False,False,False,False,True,False,False
R01826,provider,1,January 2024,NJ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Coordinating staggered shifts with limited staff feels impossible. Affordability pressures mean delays in payments and tighter margins for the program.",i am overwhelmed balancing paperwork families classroom without relief coordinating staggered shifts limited staff feels impossible affordability pressures mean delays payments tighter margins program,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,True,False,True
R01827,household,2,February 2024,CT,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible.",my split shift schedule never aligns center s hours so coverage falls apart employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01828,household,2,February 2024,MI,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking.",finding after school care battle every semester options keep shrinking,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R01829,household,1,January 2024,NY,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01830,household,2,February 2024,WA,30-60k,,"We were told staffing shortages limit the program to part-week care. Childcare remains unaffordable, forcing us to take turns missing work.",were told staffing shortages limit program part week care childcare remains unaffordable forcing us take turns missing work,['AFFORDABILITY'],True,False,False,False,False,False,True
R01831,household,2,February 2024,CO,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01832,provider,2,February 2024,AL,,after_school,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",families tell me they face food insecurity set up snack pantries classroom open positions stay vacant forcing us cap enrollment reduce hours,['FOOD_INSECURITY'],False,False,False,True,False,False,True
R01833,provider,3,March 2024,OH,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Staff juggle multiple jobs, and every disruption ripples through coverage.",our center closed classrooms temporarily so neighborhood access evaporated families need nights weekend coverage but cannot stretch schedules without burning out staff staff juggle multiple jobs every disruption ripples through coverage,"['CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS']",False,True,False,False,False,True,False
R01834,household,2,February 2024,PA,60-100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My hours were cut after too many schedule changes driven by childcare gaps. I water down meals for the kids when food runs low after rent and child care.,coordinating schedules my partner provider weekly puzzle rarely solve my hours were cut after too many schedule changes driven childcare gaps i water down meals kids when food runs low after rent child care,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01835,household,2,February 2024,PA,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. Short staffing means inconsistent caregivers and unpredictable schedules for us. I miss work every time care falls through, and my employer is losing patience.",finding after school care battle every semester options keep shrinking short staffing means inconsistent caregivers unpredictable schedules us i miss work every time care falls through my employer losing patience,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01836,provider,2,February 2024,AL,,informal,Families want more slots than we can offer; access breaks down when staff call out. Managing constant schedule changes with too few people is crushing my mental health.,families want more slots than can offer access breaks down when staff call out managing constant schedule changes too few people crushing my mental health,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,True,True,True
R01837,household,2,February 2024,WA,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R01838,household,3,March 2024,IL,30-60k,,We were told staffing shortages limit the program to part-week care. We have been on a childcare waitlist for months after our center closed.,were told staffing shortages limit program part week care have been childcare waitlist months after our center closed,['CHILDCARE_ACCESS'],False,False,False,False,False,False,False
R01839,provider,1,January 2024,AZ,,family_home,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,['AFFORDABILITY'],True,False,False,False,False,False,False
R01840,provider,2,February 2024,IL,,center,"I am juggling second jobs because enrollment swings disrupt my own employment stability. I am overwhelmed balancing paperwork, families, and the classroom without relief. I see children coming in hungry, and our program scrambles to cover snacks.",i am juggling second jobs because enrollment swings disrupt my own employment stability i am overwhelmed balancing paperwork families classroom without relief i see children coming hungry our program scrambles cover snacks,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R01841,household,2,February 2024,TX,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps.,stretch groceries sometimes skip meals so tuition can stay current stress juggling work caregiving overwhelming my mental health keeps slipping my hours were cut after too many schedule changes driven childcare gaps,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,True,False,True,True
R01842,household,1,January 2024,CO,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I water down meals for the kids when food runs low after rent and child care.,stress juggling work caregiving overwhelming my mental health keeps slipping i water down meals kids when food runs low after rent child care,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R01843,household,1,January 2024,IL,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent. We have been on a childcare waitlist for months after our center closed. My hours were cut after too many schedule changes driven by childcare gaps.,i feel burned out every week trying cover shifts still present parent have been childcare waitlist months after our center closed my hours were cut after too many schedule changes driven childcare gaps,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,True,True,True,False,True,True
R01844,household,3,March 2024,PA,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stress juggling work caregiving overwhelming my mental health keeps slipping,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R01845,provider,1,January 2024,NJ,,family_home,"Keeping care affordable while paying staff fairly is nearly impossible. Staff juggle multiple jobs, and every disruption ripples through coverage. Staff and I are emotionally drained; burnout is spreading across the team.",keeping care affordable while paying staff fairly nearly impossible staff juggle multiple jobs every disruption ripples through coverage staff i emotionally drained burnout spreading across team,['AFFORDABILITY'],True,False,False,False,False,False,False
R01846,household,3,March 2024,MA,30-60k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We were told staffing shortages limit the program to part-week care. We cannot afford reliable care when costs rise faster than wages.,coordinating schedules my partner provider weekly puzzle rarely solve were told staffing shortages limit program part week care cannot afford reliable care when costs rise faster than wages,"['AFFORDABILITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R01847,household,3,March 2024,OH,<30k,,"We were told staffing shortages limit the program to part-week care. Childcare remains unaffordable, forcing us to take turns missing work. Food insecurity is creeping back—we rely on the pantry between paychecks.",were told staffing shortages limit program part week care childcare remains unaffordable forcing us take turns missing work food insecurity creeping back rely pantry between paychecks,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,False,False,True,False,False,False
R01848,provider,1,January 2024,TX,,after_school,"Scheduling constraints force us to close early when multiple people call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",scheduling constraints force us close early when multiple people call out families tell me they face food insecurity set up snack pantries classroom,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R01849,household,2,February 2024,AZ,30-60k,,"I miss work every time care falls through, and my employer is losing patience. Childcare remains unaffordable, forcing us to take turns missing work.",i miss work every time care falls through my employer losing patience childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R01850,provider,2,February 2024,CA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",our center closed classrooms temporarily so neighborhood access evaporated open positions stay vacant forcing us cap enrollment reduce hours,['CHILDCARE_ACCESS'],False,True,False,False,True,False,False
R01851,provider,3,March 2024,AZ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. No substitutes are available, so I cover multiple classrooms daily.",i am overwhelmed balancing paperwork families classroom without relief no substitutes available so i cover multiple classrooms daily,"['PROVIDER_STAFF_SHORTAGE', 'STRESS_BURNOUT']",False,False,False,False,True,False,True
R01852,household,1,January 2024,AL,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,coordinating schedules my partner provider weekly puzzle rarely solve,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01853,household,1,January 2024,CT,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby.",weekend work non negotiable but there no evening care anywhere nearby,['SCHEDULING_CONSTRAINTS'],False,False,True,False,False,True,False
R01854,provider,3,March 2024,NJ,,after_school,"Staff and I are emotionally drained; burnout is spreading across the team. Families want more slots than we can offer; access breaks down when staff call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",staff i emotionally drained burnout spreading across team families want more slots than can offer access breaks down when staff call out families tell me they face food insecurity set up snack pantries classroom,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R01855,provider,1,January 2024,AL,,center,Keeping care affordable while paying staff fairly is nearly impossible. I am juggling second jobs because enrollment swings disrupt my own employment stability.,keeping care affordable while paying staff fairly nearly impossible i am juggling second jobs because enrollment swings disrupt my own employment stability,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,False,False,False,False,False
R01856,household,2,February 2024,NJ,<30k,,"Finding after-school care is a battle every semester, and options keep shrinking. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",finding after school care battle every semester options keep shrinking my partner i exhausted constantly anxious about childcare collapsing last minute,"['CHILDCARE_ACCESS', 'STRESS_BURNOUT']",False,True,False,False,False,False,True
R01857,household,1,January 2024,AL,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby.",weekend work non negotiable but there no evening care anywhere nearby,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01858,household,1,January 2024,NY,60-100k,,We have been on a childcare waitlist for months after our center closed.,have been childcare waitlist months after our center closed,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R01859,provider,2,February 2024,PA,,family_home,"Coordinating staggered shifts with limited staff feels impossible. Open positions stay vacant, forcing us to cap enrollment and reduce hours. Managing constant schedule changes with too few people is crushing my mental health.",coordinating staggered shifts limited staff feels impossible open positions stay vacant forcing us cap enrollment reduce hours managing constant schedule changes too few people crushing my mental health,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R01860,provider,1,January 2024,TX,,after_school,"Assistants quit when schedules change, so my employment feels precarious too. I field calls daily from parents desperate for openings we just do not have. Keeping care affordable while paying staff fairly is nearly impossible.",assistants quit when schedules change so my employment feels precarious too i field calls daily parents desperate openings just do not have keeping care affordable while paying staff fairly nearly impossible,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R01861,provider,3,March 2024,NC,,center,"Assistants quit when schedules change, so my employment feels precarious too. Families want more slots than we can offer; access breaks down when staff call out. Staff and I are emotionally drained; burnout is spreading across the team.",assistants quit when schedules change so my employment feels precarious too families want more slots than can offer access breaks down when staff call out staff i emotionally drained burnout spreading across team,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01862,provider,2,February 2024,GA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated. Affordability pressures mean delays in payments and tighter margins for the program.",our center closed classrooms temporarily so neighborhood access evaporated affordability pressures mean delays payments tighter margins program,"['AFFORDABILITY', 'CHILDCARE_ACCESS']",True,False,True,True,False,False,False
R01863,provider,1,January 2024,FL,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability. Staff and I are emotionally drained; burnout is spreading across the team.,i am juggling second jobs because enrollment swings disrupt my own employment stability staff i emotionally drained burnout spreading across team,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01864,household,1,January 2024,CT,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,False,False,True,False,False,False
R01865,provider,3,March 2024,CO,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Coordinating staggered shifts with limited staff feels impossible.",i am overwhelmed balancing paperwork families classroom without relief coordinating staggered shifts limited staff feels impossible,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01866,provider,3,March 2024,CA,,family_home,"Families want more slots than we can offer; access breaks down when staff call out. Operating costs skyrocket but families cannot absorb more tuition. Staff juggle multiple jobs, and every disruption ripples through coverage.",families want more slots than can offer access breaks down when staff call out operating costs skyrocket but families cannot absorb more tuition staff juggle multiple jobs every disruption ripples through coverage,['AFFORDABILITY'],True,False,False,False,False,False,False
R01867,provider,1,January 2024,WA,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. No substitutes are available, so I cover multiple classrooms daily.",assistants quit when schedules change so my employment feels precarious too no substitutes available so i cover multiple classrooms daily,"['EMPLOYMENT_DISRUPTION', 'PROVIDER_STAFF_SHORTAGE', 'SCHEDULING_CONSTRAINTS']",False,False,True,True,False,True,False
R01868,household,2,February 2024,OH,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Finding after-school care is a battle every semester, and options keep shrinking.",stretch groceries sometimes skip meals so tuition can stay current finding after school care battle every semester options keep shrinking,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'FOOD_INSECURITY']",True,True,False,True,False,False,False
R01869,provider,3,March 2024,IL,,center,"Keeping care affordable while paying staff fairly is nearly impossible. No substitutes are available, so I cover multiple classrooms daily. Food budgets for the program are maxed out while families ask for extra meals.",keeping care affordable while paying staff fairly nearly impossible no substitutes available so i cover multiple classrooms daily food budgets program maxed out while families ask extra meals,"['AFFORDABILITY', 'FOOD_INSECURITY', 'PROVIDER_STAFF_SHORTAGE']",True,False,False,True,True,False,False
R01870,household,3,March 2024,IL,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Our center says classrooms merge because of staff shortages, leaving fewer hours. We cannot afford reliable care when costs rise faster than wages.",my partner i exhausted constantly anxious about childcare collapsing last minute our center says classrooms merge because staff shortages leaving fewer hours cannot afford reliable care when costs rise faster than wages,"['AFFORDABILITY', 'STRESS_BURNOUT']",True,False,False,False,False,False,True
R01871,household,2,February 2024,TX,30-60k,,"I miss work every time care falls through, and my employer is losing patience. We were told staffing shortages limit the program to part-week care. Food insecurity is creeping back—we rely on the pantry between paychecks.",i miss work every time care falls through my employer losing patience were told staffing shortages limit program part week care food insecurity creeping back rely pantry between paychecks,"['EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY']",False,False,True,False,True,True,False
R01872,household,1,January 2024,OH,<30k,,"Employment keeps getting disrupted when I have to leave early for pickups. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Childcare remains unaffordable, forcing us to take turns missing work.",employment keeps getting disrupted when i have leave early pickups stress juggling work caregiving overwhelming my mental health keeps slipping childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,False,True,True,False,False,True
R01873,household,2,February 2024,AL,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01874,household,1,January 2024,CT,<30k,,I feel burned out every week trying to cover shifts and still be a present parent. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,i feel burned out every week trying cover shifts still present parent coordinating schedules my partner provider weekly puzzle rarely solve,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01875,household,2,February 2024,CO,30-60k,,"I feel burned out every week trying to cover shifts and still be a present parent. My split shift schedule never aligns with the center's hours, so coverage falls apart. I water down meals for the kids when food runs low after rent and child care.",i feel burned out every week trying cover shifts still present parent my split shift schedule never aligns center s hours so coverage falls apart i water down meals kids when food runs low after rent child care,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R01876,household,2,February 2024,MA,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01877,household,1,January 2024,NC,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.",my hours were cut after too many schedule changes driven childcare gaps my partner i exhausted constantly anxious about childcare collapsing last minute coordinating schedules my partner provider weekly puzzle rarely solve,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,True,False,False,False,True,True
R01878,household,3,March 2024,CA,60-100k,,Food insecurity is creeping back—we rely on the pantry between paychecks.,food insecurity creeping back rely pantry between paychecks,['FOOD_INSECURITY'],False,False,False,True,False,True,False
R01879,household,2,February 2024,MI,30-60k,,We were told staffing shortages limit the program to part-week care. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,were told staffing shortages limit program part week care coordinating schedules my partner provider weekly puzzle rarely solve,['SCHEDULING_CONSTRAINTS'],False,True,False,False,False,False,False
R01880,provider,1,January 2024,NC,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Keeping care affordable while paying staff fairly is nearly impossible.",open positions stay vacant forcing us cap enrollment reduce hours keeping care affordable while paying staff fairly nearly impossible,['AFFORDABILITY'],True,False,False,False,False,False,False
R01881,provider,1,January 2024,MI,,center,Keeping care affordable while paying staff fairly is nearly impossible. Managing constant schedule changes with too few people is crushing my mental health. I am juggling second jobs because enrollment swings disrupt my own employment stability.,keeping care affordable while paying staff fairly nearly impossible managing constant schedule changes too few people crushing my mental health i am juggling second jobs because enrollment swings disrupt my own employment stability,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",True,False,True,False,False,True,True
R01882,household,2,February 2024,IL,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,True,False,True,False
R01883,household,1,January 2024,AL,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking. Food insecurity is creeping back—we rely on the pantry between paychecks. We cannot afford reliable care when costs rise faster than wages.",finding after school care battle every semester options keep shrinking food insecurity creeping back rely pantry between paychecks cannot afford reliable care when costs rise faster than wages,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'FOOD_INSECURITY']",True,True,False,True,False,False,False
R01884,household,3,March 2024,CO,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Finding after-school care is a battle every semester, and options keep shrinking.",my partner i exhausted constantly anxious about childcare collapsing last minute finding after school care battle every semester options keep shrinking,"['CHILDCARE_ACCESS', 'STRESS_BURNOUT']",False,True,False,False,False,False,True
R01885,household,3,March 2024,TX,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. We have been on a childcare waitlist for months after our center closed. I miss work every time care falls through, and my employer is losing patience.",stretch groceries sometimes skip meals so tuition can stay current have been childcare waitlist months after our center closed i miss work every time care falls through my employer losing patience,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY']",True,True,True,False,False,False,False
R01886,household,2,February 2024,MA,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current. Tuition and fees are too expensive; every increase means cutting groceries.,stretch groceries sometimes skip meals so tuition can stay current tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,True,True,True,False,False,False
R01887,household,1,January 2024,NJ,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,[],False,False,False,False,False,False,False
R01888,household,1,January 2024,FL,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My split shift schedule never aligns with the center's hours, so coverage falls apart. No slots open when my shifts change, so reliable childcare access feels impossible.",our center says classrooms merge because staff shortages leaving fewer hours my split shift schedule never aligns center s hours so coverage falls apart no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01889,household,3,March 2024,MA,>100k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,[],False,False,False,False,True,False,False
R01890,provider,1,January 2024,WA,,after_school,"Our center closed classrooms temporarily, so neighborhood access evaporated. I am overwhelmed balancing paperwork, families, and the classroom without relief.",our center closed classrooms temporarily so neighborhood access evaporated i am overwhelmed balancing paperwork families classroom without relief,"['CHILDCARE_ACCESS', 'STRESS_BURNOUT']",False,True,False,False,False,True,True
R01891,household,3,March 2024,CO,60-100k,,Food insecurity is creeping back—we rely on the pantry between paychecks. Employment keeps getting disrupted when I have to leave early for pickups. We have been on a childcare waitlist for months after our center closed.,food insecurity creeping back rely pantry between paychecks employment keeps getting disrupted when i have leave early pickups have been childcare waitlist months after our center closed,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY']",False,True,True,True,False,False,False
R01892,provider,3,March 2024,AZ,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",families need nights weekend coverage but cannot stretch schedules without burning out staff,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01893,household,1,January 2024,AL,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries.,tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,False,False,True,True,False,False
R01894,household,2,February 2024,MI,30-60k,,"I water down meals for the kids when food runs low after rent and child care. Our center says classrooms merge because of staff shortages, leaving fewer hours. I feel burned out every week trying to cover shifts and still be a present parent.",i water down meals kids when food runs low after rent child care our center says classrooms merge because staff shortages leaving fewer hours i feel burned out every week trying cover shifts still present parent,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,False,True,False,False,False,True
R01895,household,1,January 2024,IL,60-100k,,"Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible.",employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,False,False,False,True,False
R01896,provider,3,March 2024,CT,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Open positions stay vacant, forcing us to cap enrollment and reduce hours. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",i see children coming hungry our program scrambles cover snacks open positions stay vacant forcing us cap enrollment reduce hours families need nights weekend coverage but cannot stretch schedules without burning out staff,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01897,household,3,March 2024,NC,30-60k,,Tuition and fees are too expensive; every increase means cutting groceries. My hours were cut after too many schedule changes driven by childcare gaps.,tuition fees too expensive every increase means cutting groceries my hours were cut after too many schedule changes driven childcare gaps,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,True,False,True,False
R01898,household,1,January 2024,CA,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,[],False,False,False,True,False,False,False
R01899,provider,2,February 2024,CT,,informal,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Keeping care affordable while paying staff fairly is nearly impossible. Scheduling constraints force us to close early when multiple people call out.",open positions stay vacant forcing us cap enrollment reduce hours keeping care affordable while paying staff fairly nearly impossible scheduling constraints force us close early when multiple people call out,['AFFORDABILITY'],False,False,False,False,False,False,False
R01900,household,2,February 2024,NJ,<30k,,Employment keeps getting disrupted when I have to leave early for pickups. We have been on a childcare waitlist for months after our center closed. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,employment keeps getting disrupted when i have leave early pickups have been childcare waitlist months after our center closed stress juggling work caregiving overwhelming my mental health keeps slipping,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,True,True,False,False,False,True
R01901,provider,1,January 2024,NC,,center,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,['AFFORDABILITY'],True,False,False,False,False,False,False
R01902,provider,1,January 2024,MA,,family_home,Operating costs skyrocket but families cannot absorb more tuition. I field calls daily from parents desperate for openings we just do not have.,operating costs skyrocket but families cannot absorb more tuition i field calls daily parents desperate openings just do not have,['AFFORDABILITY'],False,False,True,False,False,False,False
